vehicle_id,customer_id,vehicle_type,vehicle_model,battery_capacity_kwh,vehicle_age_years
V04320,CU01131,Commercial Van,Mahindra Treo,80,1
V04321,CU04337,Hatchback,MG Comet,30,1
V04322,CU02483,Two-Wheeler,Ather 450X,2,2
V04323,CU03100,Hatchback,Tata Tiago EV,40,2
V04324,CU02752,SUV,Tata Nexon EV,100,4
V04325,CU03321,SUV,Hyundai Ioniq 5,100,3
V04326,CU01557,Commercial Van,Tata Ace EV,60,1
V04327,CU03544,Hatchback,MG Comet,30,0
V04328,CU04509,Sedan,BYD Seal,60,3
V04329,CU00569,Hatchback,Tata Tiago EV,30,0
V04330,CU01655,Sedan,MG5,60,1
V04331,CU03237,Commercial Van,Mahindra Treo,80,4
V04332,CU03120,Two-Wheeler,Ola S1,4,4
V04333,CU03734,Two-Wheeler,Ather 450X,4,2
V04334,CU03230,SUV,Tata Nexon EV,82,2
V04335,CU00151,Two-Wheeler,Ather 450X,4,1
V04336,CU02273,Sedan,MG5,55,3
V04337,CU04352,Hatchback,Tata Tiago EV,30,0
V04338,CU02109,Two-Wheeler,Ola S1,2,3
V04339,CU01796,Sedan,BYD Seal,60,1
V04340,CU02428,Hatchback,MG Comet,40,3
V04341,CU03515,Hatchback,Tata Tiago EV,35,1
V04342,CU00349,SUV,Tata Nexon EV,100,0
V04343,CU02079,SUV,Hyundai Ioniq 5,82,3
V04344,CU00397,Sedan,BYD Seal,55,1
V04345,CU02977,Two-Wheeler,Ola S1,2,4
V04346,CU02610,Two-Wheeler,Ola S1,2,1
V04347,CU01159,Commercial Van,Tata Ace EV,60,3
V04348,CU00146,SUV,Tata Nexon EV,70,1
V04349,CU02227,Two-Wheeler,Ather 450X,4,3
V04350,CU00264,Two-Wheeler,Ola S1,3,2
V04351,CU04300,Sedan,MG5,55,2
V04352,CU03102,Sedan,MG5,50,2
V04353,CU02107,Sedan,BYD Seal,55,4
V04354,CU03081,Hatchback,Tata Tiago EV,30,0
V04355,CU00988,Sedan,MG5,60,3
V04356,CU01348,Sedan,BYD Seal,50,1
V04357,CU01361,Hatchback,MG Comet,40,3
V04358,CU02839,Hatchback,MG Comet,30,2
V04359,CU01727,Sedan,MG5,50,4
V04360,CU02290,Two-Wheeler,Ather 450X,3,1
V04361,CU00908,Two-Wheeler,Ola S1,4,4
V04362,CU01184,SUV,Mahindra XUV400,82,2
V04363,CU02825,Sedan,BYD Seal,55,0
V04364,CU01259,Sedan,MG5,55,1
V04365,CU00199,Hatchback,Tata Tiago EV,35,1
V04366,CU01057,Hatchback,Tata Tiago EV,30,4
V04367,CU02456,Two-Wheeler,Ola S1,2,4
V04368,CU03366,Sedan,MG5,55,1
V04369,CU01261,Two-Wheeler,Ola S1,2,1
V04370,CU03979,Two-Wheeler,Ather 450X,2,2
V04371,CU02836,Hatchback,MG Comet,40,0
V04372,CU01314,SUV,Hyundai Ioniq 5,100,3
V04373,CU01903,Sedan,MG5,60,3
V04374,CU03976,Sedan,BYD Seal,50,1
V04375,CU00578,SUV,Hyundai Ioniq 5,82,0
V04376,CU04431,Commercial Van,Tata Ace EV,60,0
V04377,CU01021,Two-Wheeler,Ather 450X,2,0
V04378,CU03654,Commercial Van,Mahindra Treo,120,2
V04379,CU03845,Hatchback,MG Comet,30,3
V04380,CU03574,Hatchback,MG Comet,30,0
V04381,CU02294,Hatchback,MG Comet,35,0
V04382,CU00611,Sedan,MG5,60,2
V04383,CU00329,Sedan,MG5,60,4
V04384,CU00547,SUV,Hyundai Ioniq 5,70,3
V04385,CU00339,SUV,Hyundai Ioniq 5,70,2
V04386,CU03182,Commercial Van,Tata Ace EV,80,0
V04387,CU03042,Commercial Van,Tata Ace EV,80,1
V04388,CU00807,Hatchback,MG Comet,30,4
V04389,CU01034,Two-Wheeler,Ather 450X,3,0
V04390,CU03274,Sedan,BYD Seal,50,0
V04391,CU03988,Sedan,BYD Seal,60,4
V04392,CU03334,Two-Wheeler,Ola S1,3,1
V04393,CU02741,Hatchback,MG Comet,30,3
V04394,CU04526,Two-Wheeler,Ather 450X,2,1
V04395,CU04902,SUV,Mahindra XUV400,82,2
V04396,CU01697,Two-Wheeler,Ola S1,2,2
V04397,CU03651,Commercial Van,Tata Ace EV,120,2
V04398,CU02083,SUV,Tata Nexon EV,82,1
V04399,CU01999,Hatchback,MG Comet,30,1
V04400,CU04653,Hatchback,MG Comet,40,4
V04401,CU01686,Sedan,MG5,50,2
V04402,CU04587,Hatchback,Tata Tiago EV,40,0
V04403,CU01604,Two-Wheeler,Ola S1,2,1
V04404,CU04350,Sedan,MG5,50,4
V04405,CU04113,Commercial Van,Mahindra Treo,120,3
V04406,CU00261,Two-Wheeler,Ather 450X,2,1
V04407,CU03797,Hatchback,MG Comet,35,0
V04408,CU02776,Sedan,MG5,60,1
V04409,CU00501,Sedan,BYD Seal,50,1
V04410,CU01016,Sedan,BYD Seal,55,2
V04411,CU02334,SUV,Hyundai Ioniq 5,70,3
V04412,CU02055,Hatchback,Tata Tiago EV,35,3
V04413,CU03964,SUV,Hyundai Ioniq 5,75,2
V04414,CU03675,Sedan,MG5,50,3
V04415,CU04056,Two-Wheeler,Ather 450X,2,2
V04416,CU02707,Two-Wheeler,Ola S1,3,3
V04417,CU02100,Hatchback,Tata Tiago EV,40,3
V04418,CU02566,Hatchback,Tata Tiago EV,35,3
V04419,CU03018,Two-Wheeler,Ola S1,3,1
V04420,CU00109,Commercial Van,Tata Ace EV,60,4
V04421,CU03423,Sedan,BYD Seal,60,2
V04422,CU00066,Sedan,BYD Seal,50,3
V04423,CU03082,Hatchback,Tata Tiago EV,40,4
V04424,CU04298,Sedan,BYD Seal,55,3
V04425,CU02949,Sedan,BYD Seal,60,4
V04426,CU00214,Sedan,BYD Seal,55,3
V04427,CU04423,SUV,Hyundai Ioniq 5,100,4
V04428,CU01041,Sedan,MG5,55,3
V04429,CU04619,Hatchback,Tata Tiago EV,30,3
V04430,CU00988,Sedan,BYD Seal,55,4
V04431,CU03196,Two-Wheeler,Ola S1,4,0
V04432,CU00504,Sedan,BYD Seal,60,3
V04433,CU00756,Commercial Van,Tata Ace EV,80,1
V04434,CU01342,SUV,Hyundai Ioniq 5,100,1
V04435,CU02589,Sedan,BYD Seal,50,2
V04436,CU01382,Hatchback,MG Comet,35,0
V04437,CU02988,SUV,Mahindra XUV400,75,2
V04438,CU02845,SUV,Tata Nexon EV,75,4
V04439,CU02520,SUV,Mahindra XUV400,100,2
V04440,CU03727,Two-Wheeler,Ather 450X,3,4
V04441,CU01888,Two-Wheeler,Ather 450X,4,4
V04442,CU01324,Hatchback,MG Comet,40,2
V04443,CU03810,Two-Wheeler,Ather 450X,4,0
V04444,CU03748,SUV,Hyundai Ioniq 5,75,0
V04445,CU02132,Sedan,MG5,50,1
V04446,CU02425,SUV,Tata Nexon EV,75,2
V04447,CU03385,SUV,Mahindra XUV400,100,1
V04448,CU02252,Hatchback,Tata Tiago EV,40,1
V04449,CU01009,Sedan,MG5,60,0
V04450,CU01318,Sedan,BYD Seal,50,0
V04451,CU03217,Sedan,BYD Seal,60,3
V04452,CU04635,Hatchback,Tata Tiago EV,40,0
V04453,CU00017,Hatchback,MG Comet,35,2
V04454,CU04671,Hatchback,MG Comet,35,2
V04455,CU01803,Sedan,MG5,60,3
V04456,CU02624,Two-Wheeler,Ola S1,4,0
V04457,CU00130,Hatchback,Tata Tiago EV,35,1
V04458,CU01474,Sedan,MG5,60,1
V04459,CU00950,Sedan,BYD Seal,60,4
V04460,CU03997,Two-Wheeler,Ola S1,4,2
V04461,CU01069,Hatchback,Tata Tiago EV,35,1
V04462,CU04312,Hatchback,MG Comet,35,2
V04463,CU01624,Hatchback,MG Comet,40,3
V04464,CU02896,Commercial Van,Tata Ace EV,60,2
V04465,CU02737,SUV,Mahindra XUV400,100,0
V04466,CU02313,Hatchback,MG Comet,35,2
V04467,CU01947,Sedan,BYD Seal,50,3
V04468,CU00617,Hatchback,Tata Tiago EV,40,4
V04469,CU01870,Hatchback,Tata Tiago EV,30,0
V04470,CU00301,Two-Wheeler,Ather 450X,4,0
V04471,CU00985,Sedan,MG5,50,3
V04472,CU03692,SUV,Mahindra XUV400,100,2
V04473,CU04502,Sedan,BYD Seal,50,0
V04474,CU03427,SUV,Mahindra XUV400,70,0
V04475,CU00161,Sedan,BYD Seal,60,0
V04476,CU00026,Sedan,MG5,60,1
V04477,CU00083,SUV,Mahindra XUV400,70,2
V04478,CU00173,Hatchback,MG Comet,35,2
V04479,CU00999,SUV,Mahindra XUV400,70,1
V04480,CU03142,Two-Wheeler,Ather 450X,2,1
V04481,CU02883,Hatchback,MG Comet,40,1
V04482,CU04102,Two-Wheeler,Ola S1,4,1
V04483,CU02844,Hatchback,Tata Tiago EV,35,1
V04484,CU04621,Sedan,MG5,55,3
V04485,CU02111,SUV,Mahindra XUV400,70,0
V04486,CU03085,SUV,Hyundai Ioniq 5,75,1
V04487,CU02046,Hatchback,MG Comet,35,0
V04488,CU00761,Two-Wheeler,Ola S1,4,1
V04489,CU00205,Commercial Van,Tata Ace EV,80,3
V04490,CU04993,Hatchback,Tata Tiago EV,30,2
V04491,CU03103,Two-Wheeler,Ather 450X,3,3
V04492,CU02036,SUV,Hyundai Ioniq 5,82,2
V04493,CU01553,Commercial Van,Tata Ace EV,120,1
V04494,CU04973,Hatchback,MG Comet,40,1
V04495,CU00825,Two-Wheeler,Ola S1,4,3
V04496,CU02957,Hatchback,MG Comet,30,0
V04497,CU03749,Two-Wheeler,Ola S1,4,2
V04498,CU02446,SUV,Mahindra XUV400,75,3
V04499,CU03897,Sedan,MG5,55,3
V04500,CU00839,Hatchback,Tata Tiago EV,30,0
V04501,CU04696,Two-Wheeler,Ola S1,2,4
V04502,CU03684,SUV,Hyundai Ioniq 5,100,2
V04503,CU01962,Sedan,MG5,55,3
V04504,CU00938,Sedan,MG5,55,0
V04505,CU02932,Two-Wheeler,Ather 450X,4,4
V04506,CU00425,Sedan,MG5,60,4
V04507,CU03311,Hatchback,Tata Tiago EV,30,0
V04508,CU03052,Commercial Van,Mahindra Treo,60,1
V04509,CU02906,Sedan,MG5,55,3
V04510,CU02138,Sedan,BYD Seal,60,1
V04511,CU04047,Hatchback,Tata Tiago EV,40,4
V04512,CU03211,Two-Wheeler,Ola S1,2,1
V04513,CU02695,Hatchback,MG Comet,35,1
V04514,CU03596,SUV,Hyundai Ioniq 5,75,4
V04515,CU01268,Two-Wheeler,Ather 450X,3,1
V04516,CU03577,Hatchback,Tata Tiago EV,40,2
V04517,CU00422,Two-Wheeler,Ola S1,2,3
V04518,CU03267,Sedan,BYD Seal,50,4
V04519,CU01658,SUV,Tata Nexon EV,70,2
V04520,CU02101,Sedan,MG5,50,1
V04521,CU03940,SUV,Hyundai Ioniq 5,100,0
V04522,CU00685,Sedan,MG5,50,0
V04523,CU02227,Hatchback,Tata Tiago EV,35,4
V04524,CU04389,Commercial Van,Tata Ace EV,80,2
V04525,CU02423,Hatchback,MG Comet,30,3
V04526,CU01078,Two-Wheeler,Ola S1,2,4
V04527,CU03986,Hatchback,MG Comet,40,1
V04528,CU03841,Sedan,MG5,55,2
V04529,CU03317,Two-Wheeler,Ola S1,2,1
V04530,CU02844,Hatchback,MG Comet,35,0
V04531,CU03440,Two-Wheeler,Ola S1,2,4
V04532,CU04112,Sedan,MG5,50,1
V04533,CU04272,Sedan,MG5,50,4
V04534,CU01904,SUV,Tata Nexon EV,70,4
V04535,CU04225,Sedan,BYD Seal,50,2
V04536,CU03295,Sedan,MG5,60,0
V04537,CU04980,Two-Wheeler,Ather 450X,4,2
V04538,CU00426,Sedan,MG5,50,0
V04539,CU02402,Hatchback,MG Comet,35,4
V04540,CU00750,Two-Wheeler,Ola S1,4,4
V04541,CU04840,Two-Wheeler,Ather 450X,4,3
V04542,CU04575,Sedan,BYD Seal,60,1
V04543,CU00044,SUV,Tata Nexon EV,100,0
V04544,CU01560,SUV,Mahindra XUV400,75,2
V04545,CU04195,SUV,Hyundai Ioniq 5,82,4
V04546,CU03469,Sedan,MG5,55,4
V04547,CU03952,Commercial Van,Mahindra Treo,80,3
V04548,CU04267,Hatchback,Tata Tiago EV,40,0
V04549,CU00148,SUV,Hyundai Ioniq 5,82,4
V04550,CU02171,Two-Wheeler,Ather 450X,3,0
V04551,CU00112,SUV,Hyundai Ioniq 5,100,3
V04552,CU04164,Two-Wheeler,Ola S1,4,4
V04553,CU00828,Sedan,BYD Seal,55,3
V04554,CU01753,Sedan,BYD Seal,55,4
V04555,CU02940,Two-Wheeler,Ola S1,4,4
V04556,CU03729,Sedan,MG5,50,0
V04557,CU03617,Two-Wheeler,Ola S1,2,0
V04558,CU03724,Hatchback,Tata Tiago EV,35,4
V04559,CU02278,Two-Wheeler,Ola S1,4,1
V04560,CU00160,SUV,Hyundai Ioniq 5,70,0
V04561,CU03366,Sedan,BYD Seal,60,3
V04562,CU02234,Sedan,MG5,55,2
V04563,CU01014,SUV,Hyundai Ioniq 5,82,1
V04564,CU04973,Hatchback,Tata Tiago EV,35,4
V04565,CU00552,SUV,Mahindra XUV400,75,4
V04566,CU01176,SUV,Hyundai Ioniq 5,82,1
V04567,CU01164,Hatchback,MG Comet,30,0
V04568,CU01309,Two-Wheeler,Ather 450X,3,0
V04569,CU01493,Sedan,MG5,60,0
V04570,CU01242,Sedan,MG5,60,0
V04571,CU04532,Sedan,MG5,60,4
V04572,CU04828,SUV,Hyundai Ioniq 5,82,3
V04573,CU01778,Commercial Van,Mahindra Treo,80,0
V04574,CU00060,Hatchback,Tata Tiago EV,40,0
V04575,CU01634,Sedan,MG5,50,0
V04576,CU02452,Hatchback,Tata Tiago EV,35,1
V04577,CU00336,Two-Wheeler,Ather 450X,4,4
V04578,CU00831,Sedan,MG5,55,2
V04579,CU01593,Two-Wheeler,Ola S1,4,1
V04580,CU04381,Sedan,MG5,55,4
V04581,CU00960,Two-Wheeler,Ola S1,2,1
V04582,CU04167,SUV,Hyundai Ioniq 5,100,4
V04583,CU01122,Commercial Van,Tata Ace EV,60,2
V04584,CU02224,Hatchback,MG Comet,35,1
V04585,CU03817,SUV,Tata Nexon EV,70,2
V04586,CU04980,Two-Wheeler,Ather 450X,4,3
V04587,CU01099,SUV,Tata Nexon EV,82,0
V04588,CU00143,Hatchback,Tata Tiago EV,40,3
V04589,CU02979,Commercial Van,Mahindra Treo,80,4
V04590,CU01047,Sedan,BYD Seal,55,3
V04591,CU01069,Hatchback,MG Comet,35,4
V04592,CU04188,Sedan,MG5,60,1
V04593,CU03341,SUV,Mahindra XUV400,70,0
V04594,CU04774,Two-Wheeler,Ather 450X,4,3
V04595,CU03436,Sedan,BYD Seal,50,4
V04596,CU03780,Sedan,BYD Seal,50,3
V04597,CU04478,SUV,Mahindra XUV400,100,2
V04598,CU00966,Sedan,MG5,60,0
V04599,CU01180,Commercial Van,Mahindra Treo,120,1
V04600,CU02435,Two-Wheeler,Ather 450X,3,2
V04601,CU00501,Sedan,BYD Seal,60,3
V04602,CU04555,Hatchback,MG Comet,35,3
V04603,CU00050,Commercial Van,Tata Ace EV,120,4
V04604,CU00970,Hatchback,Tata Tiago EV,30,1
V04605,CU00988,Hatchback,MG Comet,35,2
V04606,CU04628,Hatchback,MG Comet,35,0
V04607,CU01116,Hatchback,Tata Tiago EV,40,0
V04608,CU03933,Two-Wheeler,Ola S1,3,4
V04609,CU01480,SUV,Mahindra XUV400,75,4
V04610,CU04435,Commercial Van,Mahindra Treo,60,3
V04611,CU03125,Hatchback,Tata Tiago EV,40,4
V04612,CU03568,Sedan,BYD Seal,55,3
V04613,CU01659,Commercial Van,Tata Ace EV,80,2
V04614,CU01877,Two-Wheeler,Ather 450X,2,4
V04615,CU02052,Two-Wheeler,Ather 450X,4,4
V04616,CU04377,Hatchback,Tata Tiago EV,30,4
V04617,CU02816,Two-Wheeler,Ather 450X,4,4
V04618,CU00971,Sedan,BYD Seal,60,1
V04619,CU00208,SUV,Hyundai Ioniq 5,70,1
V04620,CU00260,SUV,Mahindra XUV400,82,0
V04621,CU04359,SUV,Tata Nexon EV,100,4
V04622,CU00783,Two-Wheeler,Ather 450X,3,4
V04623,CU00505,SUV,Hyundai Ioniq 5,75,4
V04624,CU01574,Hatchback,Tata Tiago EV,35,1
V04625,CU04299,Sedan,BYD Seal,50,1
V04626,CU01760,SUV,Mahindra XUV400,82,4
V04627,CU03795,Sedan,MG5,55,4
V04628,CU03591,Sedan,BYD Seal,50,1
V04629,CU04141,Hatchback,Tata Tiago EV,30,4
V04630,CU01402,Sedan,MG5,60,2
V04631,CU00789,Commercial Van,Mahindra Treo,80,3
V04632,CU03330,Sedan,BYD Seal,60,1
V04633,CU02845,SUV,Hyundai Ioniq 5,82,1
V04634,CU03986,Two-Wheeler,Ather 450X,3,3
V04635,CU04013,Hatchback,Tata Tiago EV,40,1
V04636,CU02093,Commercial Van,Mahindra Treo,80,2
V04637,CU02968,Sedan,BYD Seal,60,1
V04638,CU01070,Two-Wheeler,Ola S1,2,0
V04639,CU01676,Hatchback,Tata Tiago EV,30,2
V04640,CU02613,Hatchback,MG Comet,35,3
V04641,CU04397,Sedan,BYD Seal,55,0
V04642,CU00288,Sedan,BYD Seal,55,0
V04643,CU00786,Two-Wheeler,Ather 450X,2,4
V04644,CU02317,Hatchback,Tata Tiago EV,35,1
V04645,CU02839,SUV,Mahindra XUV400,100,3
V04646,CU03638,Hatchback,Tata Tiago EV,40,1
V04647,CU02629,Two-Wheeler,Ola S1,2,4
V04648,CU01266,Two-Wheeler,Ola S1,4,2
V04649,CU02984,Sedan,MG5,55,2
V04650,CU03016,Hatchback,MG Comet,35,2
V04651,CU00071,SUV,Mahindra XUV400,100,2
V04652,CU04931,Hatchback,MG Comet,35,4
V04653,CU02461,Hatchback,Tata Tiago EV,35,3
V04654,CU00612,SUV,Hyundai Ioniq 5,70,0
V04655,CU03524,Commercial Van,Tata Ace EV,60,0
V04656,CU03703,Two-Wheeler,Ola S1,2,0
V04657,CU02577,SUV,Hyundai Ioniq 5,75,1
V04658,CU00191,SUV,Mahindra XUV400,100,4
V04659,CU01748,Commercial Van,Mahindra Treo,120,3
V04660,CU02126,SUV,Tata Nexon EV,82,2
V04661,CU01629,Sedan,MG5,50,0
V04662,CU04985,Commercial Van,Tata Ace EV,80,4
V04663,CU03373,Hatchback,Tata Tiago EV,30,0
V04664,CU02997,Hatchback,MG Comet,35,2
V04665,CU00017,SUV,Hyundai Ioniq 5,100,3
V04666,CU04911,Hatchback,Tata Tiago EV,30,4
V04667,CU01598,Sedan,MG5,50,3
V04668,CU01067,Sedan,BYD Seal,55,2
V04669,CU03140,SUV,Mahindra XUV400,70,3
V04670,CU03452,Commercial Van,Tata Ace EV,60,3
V04671,CU02260,Hatchback,Tata Tiago EV,30,2
V04672,CU02251,Sedan,MG5,60,1
V04673,CU02774,Hatchback,MG Comet,30,2
V04674,CU04205,SUV,Tata Nexon EV,82,3
V04675,CU00284,Two-Wheeler,Ather 450X,2,4
V04676,CU02989,Sedan,MG5,55,3
V04677,CU04833,Hatchback,MG Comet,40,2
V04678,CU00603,SUV,Hyundai Ioniq 5,70,4
V04679,CU01364,SUV,Hyundai Ioniq 5,100,0
V04680,CU03353,Hatchback,MG Comet,40,3
V04681,CU04076,Sedan,BYD Seal,55,2
V04682,CU04587,Sedan,MG5,50,3
V04683,CU00801,Commercial Van,Tata Ace EV,60,0
V04684,CU00760,Two-Wheeler,Ather 450X,2,1
V04685,CU01494,Two-Wheeler,Ather 450X,2,4
V04686,CU04801,Two-Wheeler,Ather 450X,3,1
V04687,CU03935,Two-Wheeler,Ather 450X,4,3
V04688,CU00815,Commercial Van,Tata Ace EV,120,2
V04689,CU04899,Hatchback,MG Comet,40,3
V04690,CU00373,Sedan,MG5,50,4
V04691,CU02999,Two-Wheeler,Ola S1,4,4
V04692,CU02892,SUV,Hyundai Ioniq 5,75,2
V04693,CU03792,Hatchback,Tata Tiago EV,30,2
V04694,CU03320,Sedan,MG5,50,0
V04695,CU02190,Sedan,BYD Seal,60,3
V04696,CU02450,Sedan,MG5,50,4
V04697,CU03968,Sedan,BYD Seal,50,4
V04698,CU00823,SUV,Tata Nexon EV,70,2
V04699,CU00222,Two-Wheeler,Ather 450X,3,3
V04700,CU03938,Two-Wheeler,Ather 450X,3,2
V04701,CU01388,Two-Wheeler,Ola S1,3,2
V04702,CU03889,Two-Wheeler,Ola S1,4,1
V04703,CU02161,Sedan,BYD Seal,55,1
V04704,CU03271,Sedan,MG5,60,0
V04705,CU01926,Hatchback,Tata Tiago EV,40,0
V04706,CU04694,Commercial Van,Mahindra Treo,60,1
V04707,CU02952,Hatchback,Tata Tiago EV,40,2
V04708,CU04581,Two-Wheeler,Ola S1,4,2
V04709,CU03994,Sedan,BYD Seal,60,1
V04710,CU02599,Commercial Van,Tata Ace EV,120,4
V04711,CU01667,Sedan,MG5,50,0
V04712,CU03082,Two-Wheeler,Ola S1,3,0
V04713,CU03886,Sedan,MG5,50,1
V04714,CU04758,Sedan,BYD Seal,55,1
V04715,CU02115,SUV,Hyundai Ioniq 5,70,2
V04716,CU02753,Commercial Van,Mahindra Treo,120,3
V04717,CU03169,SUV,Hyundai Ioniq 5,75,0
V04718,CU01555,Commercial Van,Tata Ace EV,80,2
V04719,CU01081,Two-Wheeler,Ather 450X,4,4
V04720,CU03935,Two-Wheeler,Ola S1,4,3
V04721,CU00088,Sedan,BYD Seal,50,2
V04722,CU02701,Sedan,MG5,50,1
V04723,CU02704,Hatchback,Tata Tiago EV,30,0
V04724,CU02960,Commercial Van,Tata Ace EV,80,0
V04725,CU02419,Commercial Van,Mahindra Treo,60,1
V04726,CU02423,Two-Wheeler,Ola S1,2,4
V04727,CU04148,Sedan,BYD Seal,50,1
V04728,CU01748,Hatchback,MG Comet,40,0
V04729,CU00041,Commercial Van,Mahindra Treo,120,0
V04730,CU02139,Hatchback,Tata Tiago EV,30,2
V04731,CU00039,Two-Wheeler,Ather 450X,2,4
V04732,CU03085,Sedan,BYD Seal,60,1
V04733,CU03680,Sedan,BYD Seal,50,3
V04734,CU02152,Two-Wheeler,Ola S1,2,3
V04735,CU03938,Hatchback,Tata Tiago EV,30,1
V04736,CU02091,Sedan,MG5,50,2
V04737,CU00209,Commercial Van,Tata Ace EV,60,3
V04738,CU00600,SUV,Tata Nexon EV,100,3
V04739,CU00605,Two-Wheeler,Ola S1,4,4
V04740,CU02524,Two-Wheeler,Ola S1,3,0
V04741,CU03710,Hatchback,MG Comet,35,1
V04742,CU02157,Hatchback,MG Comet,35,3
V04743,CU00214,Sedan,BYD Seal,50,4
V04744,CU01577,Sedan,BYD Seal,50,0
V04745,CU02819,Sedan,MG5,50,4
V04746,CU02125,Two-Wheeler,Ola S1,2,3
V04747,CU00269,Hatchback,Tata Tiago EV,40,2
V04748,CU02409,SUV,Tata Nexon EV,75,1
V04749,CU02578,Hatchback,Tata Tiago EV,35,4
V04750,CU04779,Hatchback,Tata Tiago EV,40,3
V04751,CU04258,Sedan,MG5,50,0
V04752,CU04561,Two-Wheeler,Ather 450X,4,3
V04753,CU00823,Hatchback,Tata Tiago EV,30,2
V04754,CU03636,SUV,Hyundai Ioniq 5,100,2
V04755,CU02596,SUV,Tata Nexon EV,100,0
V04756,CU03954,Hatchback,MG Comet,35,1
V04757,CU03832,SUV,Mahindra XUV400,75,2
V04758,CU02100,Commercial Van,Tata Ace EV,60,1
V04759,CU04584,SUV,Hyundai Ioniq 5,100,4
V04760,CU03603,Hatchback,Tata Tiago EV,40,2
V04761,CU03468,SUV,Mahindra XUV400,75,4
V04762,CU00651,SUV,Hyundai Ioniq 5,82,3
V04763,CU01635,Hatchback,MG Comet,30,0
V04764,CU04815,Hatchback,MG Comet,40,1
V04765,CU01168,Hatchback,MG Comet,40,0
V04766,CU04077,Hatchback,MG Comet,40,2
V04767,CU00199,Sedan,BYD Seal,50,0
V04768,CU01356,Sedan,MG5,60,4
V04769,CU03506,Sedan,MG5,55,0
V04770,CU00803,Two-Wheeler,Ather 450X,3,0
V04771,CU00701,SUV,Tata Nexon EV,100,0
V04772,CU00503,Two-Wheeler,Ather 450X,3,1
V04773,CU04565,SUV,Mahindra XUV400,82,2
V04774,CU02414,Hatchback,Tata Tiago EV,30,4
V04775,CU04720,Sedan,BYD Seal,55,1
V04776,CU02968,Two-Wheeler,Ather 450X,2,0
V04777,CU02871,Hatchback,MG Comet,30,2
V04778,CU04759,Hatchback,Tata Tiago EV,35,0
V04779,CU04847,Sedan,MG5,55,0
V04780,CU03468,Sedan,BYD Seal,50,3
V04781,CU01419,Sedan,MG5,50,4
V04782,CU01099,Hatchback,Tata Tiago EV,35,3
V04783,CU03170,Sedan,MG5,55,4
V04784,CU00383,SUV,Hyundai Ioniq 5,100,0
V04785,CU03941,Sedan,BYD Seal,55,2
V04786,CU01394,SUV,Tata Nexon EV,75,2
V04787,CU03328,SUV,Mahindra XUV400,100,0
V04788,CU01653,SUV,Tata Nexon EV,82,1
V04789,CU04272,Hatchback,Tata Tiago EV,40,3
V04790,CU04324,SUV,Mahindra XUV400,100,3
V04791,CU02395,Hatchback,Tata Tiago EV,40,3
V04792,CU02039,Sedan,MG5,50,3
V04793,CU01986,SUV,Tata Nexon EV,70,4
V04794,CU01263,Hatchback,Tata Tiago EV,30,3
V04795,CU01712,Sedan,BYD Seal,50,3
V04796,CU00350,Hatchback,MG Comet,30,0
V04797,CU04027,Hatchback,MG Comet,35,0
V04798,CU00441,Sedan,BYD Seal,55,3
V04799,CU02809,Commercial Van,Mahindra Treo,80,1
V04800,CU02563,Sedan,BYD Seal,55,3
V04801,CU03153,Sedan,MG5,60,0
V04802,CU01385,SUV,Hyundai Ioniq 5,100,4
V04803,CU00288,SUV,Hyundai Ioniq 5,82,0
V04804,CU02056,Commercial Van,Tata Ace EV,120,3
V04805,CU00998,Two-Wheeler,Ather 450X,3,2
V04806,CU02334,Two-Wheeler,Ather 450X,4,1
V04807,CU01423,Commercial Van,Tata Ace EV,60,1
V04808,CU00074,Hatchback,MG Comet,35,4
V04809,CU01463,SUV,Hyundai Ioniq 5,70,0
V04810,CU03195,Two-Wheeler,Ather 450X,2,0
V04811,CU02206,SUV,Mahindra XUV400,100,4
V04812,CU00430,Commercial Van,Tata Ace EV,120,2
V04813,CU01472,Hatchback,Tata Tiago EV,40,3
V04814,CU03482,Sedan,BYD Seal,50,0
V04815,CU03181,Commercial Van,Tata Ace EV,60,0
V04816,CU04942,Sedan,BYD Seal,55,4
V04817,CU01731,Two-Wheeler,Ola S1,3,0
V04818,CU00036,Hatchback,Tata Tiago EV,40,1
V04819,CU01021,SUV,Tata Nexon EV,75,0
V04820,CU01998,Commercial Van,Mahindra Treo,80,0
V04821,CU02761,Sedan,BYD Seal,55,3
V04822,CU03118,Hatchback,Tata Tiago EV,35,2
V04823,CU02536,Hatchback,MG Comet,35,2
V04824,CU04715,Two-Wheeler,Ather 450X,4,4
V04825,CU04266,Two-Wheeler,Ather 450X,4,4
V04826,CU00146,Hatchback,Tata Tiago EV,30,3
V04827,CU04964,Hatchback,Tata Tiago EV,35,0
V04828,CU04516,Two-Wheeler,Ather 450X,2,2
V04829,CU04669,Two-Wheeler,Ather 450X,2,0
V04830,CU01027,Hatchback,MG Comet,35,3
V04831,CU03666,Sedan,BYD Seal,50,2
V04832,CU01287,Two-Wheeler,Ola S1,2,4
V04833,CU02847,SUV,Tata Nexon EV,100,0
V04834,CU00321,Commercial Van,Mahindra Treo,60,0
V04835,CU04096,Sedan,BYD Seal,50,1
V04836,CU02294,SUV,Tata Nexon EV,100,3
V04837,CU01613,SUV,Mahindra XUV400,100,4
V04838,CU00477,Commercial Van,Tata Ace EV,120,1
V04839,CU03165,Sedan,MG5,50,0
